dataset_version,rna_id,sequence_path,gt_path,rnafold_prediction_path,petfold_prediction_path,trrna2_prediction_path,trrna2_pair_score_path,gt_mapping_key,petfold_source_id,petfold_alias_applied,validation_status
Legacy121_v1,2GIO_29_hp_nmr_A,/root/autodl-tmp/data/sequences/2GIO_29_hp_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/2GIO_29_hp_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/2GIO_29_hp_nmr_A.db,/root/autodl-tmp/data/ss/petfold/2GIO_29_hp_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2GIO_29_hp_nmr_A/2GIO_29_hp_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2GIO_29_hp_nmr_A/2GIO_29_hp_nmr_A_ss_prob.npz,2GIO_29_hp_nmr,2GIO_29_hp_nmr,false,valid
Legacy121_v1,2GV3_22_hp_nmr_A,/root/autodl-tmp/data/sequences/2GV3_22_hp_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/2GV3_22_hp_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/2GV3_22_hp_nmr_A.db,/root/autodl-tmp/data/ss/petfold/2GV3_22_hp_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2GV3_22_hp_nmr_A/2GV3_22_hp_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2GV3_22_hp_nmr_A/2GV3_22_hp_nmr_A_ss_prob.npz,2GV3_22_hp_nmr,2GV3_22_hp_nmr,false,valid
Legacy121_v1,2HUA_40_hpbulge_nmr_A,/root/autodl-tmp/data/sequences/2HUA_40_hpbulge_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/2HUA_40_hpbulge_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/2HUA_40_hpbulge_nmr_A.db,/root/autodl-tmp/data/ss/petfold/2HUA_40_hpbulge_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2HUA_40_hpbulge_nmr_A/2HUA_40_hpbulge_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2HUA_40_hpbulge_nmr_A/2HUA_40_hpbulge_nmr_A_ss_prob.npz,2HUA_40_hpbulge_nmr,2HUA_40_hpbulge_nmr,false,valid
Legacy121_v1,2JTP_34_hp_nmr_A,/root/autodl-tmp/data/sequences/2JTP_34_hp_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/2JTP_34_hp_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/2JTP_34_hp_nmr_A.db,/root/autodl-tmp/data/ss/petfold/2JTP_34_hp_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2JTP_34_hp_nmr_A/2JTP_34_hp_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2JTP_34_hp_nmr_A/2JTP_34_hp_nmr_A_ss_prob.npz,2JTP_34_hp_nmr,2JTP_34_hp_nmr,false,valid
Legacy121_v1,2K5Z_29_hp_nmr_A,/root/autodl-tmp/data/sequences/2K5Z_29_hp_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/2K5Z_29_hp_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/2K5Z_29_hp_nmr_A.db,/root/autodl-tmp/data/ss/petfold/2K5Z_29_hp_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2K5Z_29_hp_nmr_A/2K5Z_29_hp_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2K5Z_29_hp_nmr_A/2K5Z_29_hp_nmr_A_ss_prob.npz,2K5Z_29_hp_nmr,2K5Z_29_hp_nmr,false,valid
Legacy121_v1,2K95_48_pseudoknot_nmr_A,/root/autodl-tmp/data/sequences/2K95_48_pseudoknot_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/2K95_48_pseudoknot_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/2K95_48_pseudoknot_nmr_A.db,/root/autodl-tmp/data/ss/petfold/2K95_48_pseudoknot_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2K95_48_pseudoknot_nmr_A/2K95_48_pseudoknot_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2K95_48_pseudoknot_nmr_A/2K95_48_pseudoknot_nmr_A_ss_prob.npz,2K95_48_pseudoknot_nmr,2K95_48_pseudoknot_nmr,false,valid
Legacy121_v1,2KD8_22_hp_nmr_A,/root/autodl-tmp/data/sequences/2KD8_22_hp_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/2KD8_22_hp_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/2KD8_22_hp_nmr_A.db,/root/autodl-tmp/data/ss/petfold/2KD8_22_hp_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2KD8_22_hp_nmr_A/2KD8_22_hp_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2KD8_22_hp_nmr_A/2KD8_22_hp_nmr_A_ss_prob.npz,2KD8_22_hp_nmr,2KD8_22_hp_nmr,false,valid
Legacy121_v1,2KE6_49_hp_nmr_A,/root/autodl-tmp/data/sequences/2KE6_49_hp_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/2KE6_49_hp_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/2KE6_49_hp_nmr_A.db,/root/autodl-tmp/data/ss/petfold/2KE6_49_hp_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2KE6_49_hp_nmr_A/2KE6_49_hp_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2KE6_49_hp_nmr_A/2KE6_49_hp_nmr_A_ss_prob.npz,2KE6_49_hp_nmr,2KE6_49_hp_nmr,false,valid
Legacy121_v1,2KHY_38_hpbulge_nmr_A,/root/autodl-tmp/data/sequences/2KHY_38_hpbulge_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/2KHY_38_hpbulge_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/2KHY_38_hpbulge_nmr_A.db,/root/autodl-tmp/data/ss/petfold/2KHY_38_hpbulge_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2KHY_38_hpbulge_nmr_A/2KHY_38_hpbulge_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2KHY_38_hpbulge_nmr_A/2KHY_38_hpbulge_nmr_A_ss_prob.npz,2KHY_38_hpbulge_nmr,2KHY_38_hpbulge_nmr,false,valid
Legacy121_v1,2KPV_34_hpbulge_nmr_A,/root/autodl-tmp/data/sequences/2KPV_34_hpbulge_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/2KPV_34_hpbulge_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/2KPV_34_hpbulge_nmr_A.db,/root/autodl-tmp/data/ss/petfold/2KPV_34_hpbulge_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2KPV_34_hpbulge_nmr_A/2KPV_34_hpbulge_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2KPV_34_hpbulge_nmr_A/2KPV_34_hpbulge_nmr_A_ss_prob.npz,2KPV_34_hpbulge_nmr,2KPV_34_hpbulge_nmr,false,valid
Legacy121_v1,2KRL_102_3wj_nmr_A,/root/autodl-tmp/data/sequences/2KRL_102_3wj_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/2KRL_102_3wj_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/2KRL_102_3wj_nmr_A.db,/root/autodl-tmp/data/ss/petfold/2KRL_102_3wj_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2KRL_102_3wj_nmr_A/2KRL_102_3wj_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2KRL_102_3wj_nmr_A/2KRL_102_3wj_nmr_A_ss_prob.npz,2KRL_102_3wj_nmr,2KRL_102_3wj_nmr,false,valid
Legacy121_v1,2KVN_17_hp_nmr_A,/root/autodl-tmp/data/sequences/2KVN_17_hp_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/2KVN_17_hp_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/2KVN_17_hp_nmr_A.db,/root/autodl-tmp/data/ss/petfold/2KVN_17_hp_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2KVN_17_hp_nmr_A/2KVN_17_hp_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2KVN_17_hp_nmr_A/2KVN_17_hp_nmr_A_ss_prob.npz,2KVN_17_hp_nmr,2KVN_17_hp_nmr,false,valid
Legacy121_v1,2KZL_55_hpbulge_nmr_A,/root/autodl-tmp/data/sequences/2KZL_55_hpbulge_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/2KZL_55_hpbulge_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/2KZL_55_hpbulge_nmr_A.db,/root/autodl-tmp/data/ss/petfold/2KZL_55_hpbulge_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2KZL_55_hpbulge_nmr_A/2KZL_55_hpbulge_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2KZL_55_hpbulge_nmr_A/2KZL_55_hpbulge_nmr_A_ss_prob.npz,2KZL_55_hpbulge_nmr,2KZL_55_hpbulge_nmr,false,valid
Legacy121_v1,2L2J_42_hp_nmr_A,/root/autodl-tmp/data/sequences/2L2J_42_hp_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/2L2J_42_hp_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/2L2J_42_hp_nmr_A.db,/root/autodl-tmp/data/ss/petfold/2L2J_42_hp_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2L2J_42_hp_nmr_A/2L2J_42_hp_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2L2J_42_hp_nmr_A/2L2J_42_hp_nmr_A_ss_prob.npz,2L2J_42_hp_nmr,2L2J_42_hp_nmr,false,valid
Legacy121_v1,2L3E_35_hpbulge_nmr_A,/root/autodl-tmp/data/sequences/2L3E_35_hpbulge_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/2L3E_35_hpbulge_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/2L3E_35_hpbulge_nmr_A.db,/root/autodl-tmp/data/ss/petfold/2L3E_35_hpbulge_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2L3E_35_hpbulge_nmr_A/2L3E_35_hpbulge_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2L3E_35_hpbulge_nmr_A/2L3E_35_hpbulge_nmr_A_ss_prob.npz,2L3E_35_hpbulge_nmr,2L3E_35_hpbulge_nmr,false,valid
Legacy121_v1,2L5Z_26_hpbulge_nmr_A,/root/autodl-tmp/data/sequences/2L5Z_26_hpbulge_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/2L5Z_26_hpbulge_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/2L5Z_26_hpbulge_nmr_A.db,/root/autodl-tmp/data/ss/petfold/2L5Z_26_hpbulge_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2L5Z_26_hpbulge_nmr_A/2L5Z_26_hpbulge_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2L5Z_26_hpbulge_nmr_A/2L5Z_26_hpbulge_nmr_A_ss_prob.npz,2L5Z_26_hpbulge_nmr,2L5Z_26_hpbulge_nmr,false,valid
Legacy121_v1,2LBL_17_hp_nmr_A,/root/autodl-tmp/data/sequences/2LBL_17_hp_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/2LBL_17_hp_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/2LBL_17_hp_nmr_A.db,/root/autodl-tmp/data/ss/petfold/2LBL_17_hp_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2LBL_17_hp_nmr_A/2LBL_17_hp_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2LBL_17_hp_nmr_A/2LBL_17_hp_nmr_A_ss_prob.npz,2LBL_17_hp_nmr,2LBL_17_hp_nmr,false,valid
Legacy121_v1,2LDL_27_hp_nmr_A,/root/autodl-tmp/data/sequences/2LDL_27_hp_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/2LDL_27_hp_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/2LDL_27_hp_nmr_A.db,/root/autodl-tmp/data/ss/petfold/2LDL_27_hp_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2LDL_27_hp_nmr_A/2LDL_27_hp_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2LDL_27_hp_nmr_A/2LDL_27_hp_nmr_A_ss_prob.npz,2LDL_27_hp_nmr,2LDL_27_hp_nmr,false,valid
Legacy121_v1,2LDT_31_hp_nmr_A,/root/autodl-tmp/data/sequences/2LDT_31_hp_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/2LDT_31_hp_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/2LDT_31_hp_nmr_A.db,/root/autodl-tmp/data/ss/petfold/2LDT_31_hp_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2LDT_31_hp_nmr_A/2LDT_31_hp_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2LDT_31_hp_nmr_A/2LDT_31_hp_nmr_A_ss_prob.npz,2LDT_31_hp_nmr,2LDT_31_hp_nmr,false,valid
Legacy121_v1,2LHP_37_hp_nmr_A,/root/autodl-tmp/data/sequences/2LHP_37_hp_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/2LHP_37_hp_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/2LHP_37_hp_nmr_A.db,/root/autodl-tmp/data/ss/petfold/2LHP_37_hp_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2LHP_37_hp_nmr_A/2LHP_37_hp_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2LHP_37_hp_nmr_A/2LHP_37_hp_nmr_A_ss_prob.npz,2LHP_37_hp_nmr,2LHP_37_hp_nmr,false,valid
Legacy121_v1,2LI4_32_hp_nmr_A,/root/autodl-tmp/data/sequences/2LI4_32_hp_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/2LI4_32_hp_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/2LI4_32_hp_nmr_A.db,/root/autodl-tmp/data/ss/petfold/2LI4_32_hp_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2LI4_32_hp_nmr_A/2LI4_32_hp_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2LI4_32_hp_nmr_A/2LI4_32_hp_nmr_A_ss_prob.npz,2LI4_32_hp_nmr,2LI4_32_hp_nmr,false,valid
Legacy121_v1,2LJJ_27_hpbulge_nmr_A,/root/autodl-tmp/data/sequences/2LJJ_27_hpbulge_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/2LJJ_27_hpbulge_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/2LJJ_27_hpbulge_nmr_A.db,/root/autodl-tmp/data/ss/petfold/2LJJ_27_hpbulge_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2LJJ_27_hpbulge_nmr_A/2LJJ_27_hpbulge_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2LJJ_27_hpbulge_nmr_A/2LJJ_27_hpbulge_nmr_A_ss_prob.npz,2LJJ_27_hpbulge_nmr,2LJJ_27_hpbulge_nmr,false,valid
Legacy121_v1,2LK3_24_hpbulge_nmr_A,/root/autodl-tmp/data/sequences/2LK3_24_hpbulge_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/2LK3_24_hpbulge_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/2LK3_24_hpbulge_nmr_A.db,/root/autodl-tmp/data/ss/petfold/2LK3_24_hpbulge_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2LK3_24_hpbulge_nmr_A/2LK3_24_hpbulge_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2LK3_24_hpbulge_nmr_A/2LK3_24_hpbulge_nmr_A_ss_prob.npz,2LK3_24_hpbulge_nmr,2LK3_24_hpbulge_nmr,false,valid
Legacy121_v1,2LKR_110_3wj_nmr_A,/root/autodl-tmp/data/sequences/2LKR_110_3wj_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/2LKR_110_3wj_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/2LKR_110_3wj_nmr_A.db,/root/autodl-tmp/data/ss/petfold/2LKR_110_3wj_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2LKR_110_3wj_nmr_A/2LKR_110_3wj_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2LKR_110_3wj_nmr_A/2LKR_110_3wj_nmr_A_ss_prob.npz,2LKR_110_3wj_nmr,2LKR_110_3wj_nmr,false,valid
Legacy121_v1,2LQZ_27_hpbulge_nmr_A,/root/autodl-tmp/data/sequences/2LQZ_27_hpbulge_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/2LQZ_27_hpbulge_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/2LQZ_27_hpbulge_nmr_A.db,/root/autodl-tmp/data/ss/petfold/2LQZ_27_hpbulge_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2LQZ_27_hpbulge_nmr_A/2LQZ_27_hpbulge_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2LQZ_27_hpbulge_nmr_A/2LQZ_27_hpbulge_nmr_A_ss_prob.npz,2LQZ_27_hpbulge_nmr,2LQZ_27_hpbulge_nmr,false,valid
Legacy121_v1,2LU0_49_3wj_nmr_A,/root/autodl-tmp/data/sequences/2LU0_49_3wj_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/2LU0_49_3wj_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/2LU0_49_3wj_nmr_A.db,/root/autodl-tmp/data/ss/petfold/2LU0_49_3wj_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2LU0_49_3wj_nmr_A/2LU0_49_3wj_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2LU0_49_3wj_nmr_A/2LU0_49_3wj_nmr_A_ss_prob.npz,2LU0_49_3wj_nmr,2LU0_49_3wj_nmr,false,valid
Legacy121_v1,2LUN_28_hp_nmr_A,/root/autodl-tmp/data/sequences/2LUN_28_hp_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/2LUN_28_hp_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/2LUN_28_hp_nmr_A.db,/root/autodl-tmp/data/ss/petfold/2LUN_28_hp_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2LUN_28_hp_nmr_A/2LUN_28_hp_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2LUN_28_hp_nmr_A/2LUN_28_hp_nmr_A_ss_prob.npz,2LUN_28_hp_nmr,2LUN_28_hp_nmr,false,valid
Legacy121_v1,2M12_23_hp_nmr_A,/root/autodl-tmp/data/sequences/2M12_23_hp_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/2M12_23_hp_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/2M12_23_hp_nmr_A.db,/root/autodl-tmp/data/ss/petfold/2M12_23_hp_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2M12_23_hp_nmr_A/2M12_23_hp_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2M12_23_hp_nmr_A/2M12_23_hp_nmr_A_ss_prob.npz,2M12_23_hp_nmr,2M12_23_hp_nmr,false,valid
Legacy121_v1,2M21_21_hp_nmr_A,/root/autodl-tmp/data/sequences/2M21_21_hp_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/2M21_21_hp_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/2M21_21_hp_nmr_A.db,/root/autodl-tmp/data/ss/petfold/2M21_21_hp_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2M21_21_hp_nmr_A/2M21_21_hp_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2M21_21_hp_nmr_A/2M21_21_hp_nmr_A_ss_prob.npz,2M21_21_hp_nmr,2M21_21_hp_nmr,false,valid
Legacy121_v1,2M8K_48_pseudoknot_nmr_A,/root/autodl-tmp/data/sequences/2M8K_48_pseudoknot_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/2M8K_48_pseudoknot_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/2M8K_48_pseudoknot_nmr_A.db,/root/autodl-tmp/data/ss/petfold/2M8K_48_pseudoknot_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2M8K_48_pseudoknot_nmr_A/2M8K_48_pseudoknot_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2M8K_48_pseudoknot_nmr_A/2M8K_48_pseudoknot_nmr_A_ss_prob.npz,2M8K_48_pseudoknot_nmr,2M8K_48_pseudoknot_nmr,false,valid
Legacy121_v1,2MEQ_19_hp_nmr_A,/root/autodl-tmp/data/sequences/2MEQ_19_hp_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/2MEQ_19_hp_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/2MEQ_19_hp_nmr_A.db,/root/autodl-tmp/data/ss/petfold/2MEQ_19_hp_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2MEQ_19_hp_nmr_A/2MEQ_19_hp_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2MEQ_19_hp_nmr_A/2MEQ_19_hp_nmr_A_ss_prob.npz,2MEQ_19_hp_nmr,2MEQ_19_hp_nmr,false,valid
Legacy121_v1,2MHI_53_3wj_nmr_A,/root/autodl-tmp/data/sequences/2MHI_53_3wj_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/2MHI_53_3wj_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/2MHI_53_3wj_nmr_A.db,/root/autodl-tmp/data/ss/petfold/2MHI_53_3wj_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2MHI_53_3wj_nmr_A/2MHI_53_3wj_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2MHI_53_3wj_nmr_A/2MHI_53_3wj_nmr_A_ss_prob.npz,2MHI_53_3wj_nmr,2MHI_53_3wj_nmr,false,valid
Legacy121_v1,2MQT_68_hpbulge_nmr_A,/root/autodl-tmp/data/sequences/2MQT_68_hpbulge_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/2MQT_68_hpbulge_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/2MQT_68_hpbulge_nmr_A.db,/root/autodl-tmp/data/ss/petfold/2MQT_68_hpbulge_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2MQT_68_hpbulge_nmr_A/2MQT_68_hpbulge_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2MQT_68_hpbulge_nmr_A/2MQT_68_hpbulge_nmr_A_ss_prob.npz,2MQT_68_hpbulge_nmr,2MQT_68_hpbulge_nmr,false,valid
Legacy121_v1,2MTJ_47_3wj_nmr_A,/root/autodl-tmp/data/sequences/2MTJ_47_3wj_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/2MTJ_47_3wj_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/2MTJ_47_3wj_nmr_A.db,/root/autodl-tmp/data/ss/petfold/2MTJ_47_3wj_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2MTJ_47_3wj_nmr_A/2MTJ_47_3wj_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2MTJ_47_3wj_nmr_A/2MTJ_47_3wj_nmr_A_ss_prob.npz,2MTJ_47_3wj_nmr,2MTJ_47_3wj_nmr,false,valid
Legacy121_v1,2MXL_39_hp_nmr_A,/root/autodl-tmp/data/sequences/2MXL_39_hp_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/2MXL_39_hp_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/2MXL_39_hp_nmr_A.db,/root/autodl-tmp/data/ss/petfold/2MXL_39_hp_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2MXL_39_hp_nmr_A/2MXL_39_hp_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2MXL_39_hp_nmr_A/2MXL_39_hp_nmr_A_ss_prob.npz,2MXL_39_hp_nmr,2MXL_39_hp_nmr,false,valid
Legacy121_v1,2N1Q_155_4wj_nmr_A,/root/autodl-tmp/data/sequences/2N1Q_155_4wj_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/2N1Q_155_4wj_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/2N1Q_155_4wj_nmr_A.db,/root/autodl-tmp/data/ss/petfold/2N1Q_155_4wj_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2N1Q_155_4wj_nmr_A/2N1Q_155_4wj_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2N1Q_155_4wj_nmr_A/2N1Q_155_4wj_nmr_A_ss_prob.npz,2N1Q_155_4wj_nmr,2N1Q_155_4wj_nmr,false,valid
Legacy121_v1,2N2P_23_hpbulge_nmr_A,/root/autodl-tmp/data/sequences/2N2P_23_hpbulge_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/2N2P_23_hpbulge_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/2N2P_23_hpbulge_nmr_A.db,/root/autodl-tmp/data/ss/petfold/2N2P_23_hpbulge_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2N2P_23_hpbulge_nmr_A/2N2P_23_hpbulge_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2N2P_23_hpbulge_nmr_A/2N2P_23_hpbulge_nmr_A_ss_prob.npz,2N2P_23_hpbulge_nmr,2N2P_23_hpbulge_nmr,false,valid
Legacy121_v1,2N3Q_62_3wj_nmr_A,/root/autodl-tmp/data/sequences/2N3Q_62_3wj_nmr_A.fasta,/root/autodl-tmp/data/ss/gt/2N3Q_62_3wj_nmr_matrix.db,/root/autodl-tmp/data/ss/rnafold/2N3Q_62_3wj_nmr_A.db,/root/autodl-tmp/data/ss/petfold/2N3Q_62_3wj_nmr.db,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2N3Q_62_3wj_nmr_A/2N3Q_62_3wj_nmr_A.dbn,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2N3Q_62_3wj_nmr_A/2N3Q_62_3wj_nmr_A_ss_prob.npz,2N3Q_62_3wj_nmr,2N3Q_62_3wj_nmr,false,valid
